lambda,y1,y2,true_y1,true_y2
1.879035790364766978e-01,1.338267153806894205e+00,5.416977666263432800e-01,1.334078949604940334e+00,5.486344226846950889e-01
1.976669822546395228e-01,8.437852840449375780e-01,2.495316928992074579e-01,8.287314329614029473e-01,2.827671254820517954e-01
1.985836635313080745e-01,7.491247581490738661e-01,3.341325544138747938e-01,7.810750308348485271e-01,2.614938414827090440e-01
2.154951418127004636e-01,-5.242628563119006158e-02,-1.283404857800979348e-02,-5.268749102539844326e-02,-1.160506442006330359e-02
2.251776661055454598e-01,-4.505753801502430100e-01,-5.975053179686669325e-02,-4.497185131875224284e-01,-7.071388730997428540e-02
2.279677722231824299e-01,-5.473020635702843251e-01,-9.340086920283979799e-02,-5.479043973528667788e-01,-7.633606185681192369e-02
2.359972626205526502e-01,-7.824924465168593413e-01,-6.838697228904008774e-02,-7.825657443891498311e-01,-6.902974497204221460e-02
2.407530712142694762e-01,-8.678112616807329704e-01,1.914709491351759135e-02,-8.849816929194870285e-01,-5.147551802044011277e-02
2.409271164143121924e-01,-8.729347850771195239e-01,1.056210555642465160e-02,-8.881851058299345958e-01,-5.068733992358743362e-02
2.680851048205510345e-01,-8.986726602531339703e-01,1.039598449069662894e-01,-8.983543637038479135e-01,1.025235112732919562e-01
2.725864974158916931e-01,-8.147465246602337841e-01,1.669597261089816598e-01,-8.100463626545092444e-01,1.157358651728809529e-01
2.728043301458357162e-01,-7.956487668171446925e-01,5.871381587284577042e-03,-8.051989347499159955e-01,1.161680659330602688e-01
2.734297021266725025e-01,-7.922421914964422607e-01,1.345354262745024343e-01,-7.909983147299567419e-01,1.172939083441390251e-01
2.913294535584657341e-01,-2.200860246557776179e-01,1.199695991918509619e-01,-2.330932903779149579e-01,6.192812843950704083e-02
2.962996304534850633e-01,-4.185650088019569892e-02,4.545251169442175720e-03,-3.970782115820294805e-02,1.188864768767508920e-02
3.029646288373020191e-01,2.428536768027431403e-01,-5.485078915325992260e-02,2.329686687984749427e-01,-8.052360713921284663e-02
3.083332039528442481e-01,4.423588595688738856e-01,-2.073753399364556826e-01,4.571238041258122164e-01,-1.754729616000880732e-01
3.138467721116465770e-01,6.823315091843183966e-01,-2.958696856665718466e-01,6.852021911562971024e-01,-2.906371041965635782e-01
3.143479426299048418e-01,6.661968711184492742e-01,-3.727333643734569435e-01,7.056246000803638729e-01,-3.019247789230252721e-01
3.446408865116177278e-01,1.573328773858548635e+00,-1.195488791795308536e+00,1.670295673286202875e+00,-1.129630730142173967e+00
3.476736348359033002e-01,1.764522503608503934e+00,-1.190565302984703200e+00,1.723810950930201980e+00,-1.214326360798312576e+00
3.576826315259742373e-01,1.782711955073043475e+00,-1.481040642611523905e+00,1.830743490735482926e+00,-1.470154454067547967e+00
3.608105614175153297e-01,1.819122643268412887e+00,-1.541517750067065151e+00,1.841813662405719088e+00,-1.539547548441831726e+00
3.692728413409686050e-01,1.756759341001538299e+00,-1.662909525708814451e+00,1.819284124203500497e+00,-1.692846238782897306e+00
3.709123215416691988e-01,1.747336453115825528e+00,-1.677305551641316450e+00,1.806352464939392943e+00,-1.715869093458382899e+00
3.920600224154432434e-01,1.431786933130711592e+00,-1.765351003150107845e+00,1.428967681383044752e+00,-1.773572966694100250e+00
4.016616340093763782e-01,1.184422110332013167e+00,-1.607759250608802759e+00,1.164255408836006422e+00,-1.638156805712430275e+00
4.073623878629722972e-01,9.814747742261735741e-01,-1.524280219777417678e+00,9.936281503253616698e-01,-1.509807810243948278e+00
4.217660627145612962e-01,5.408064826634676470e-01,-1.057477942086151534e+00,5.588667969755888310e-01,-1.043846999397593178e+00
4.250817675141311813e-01,4.510732070783215475e-01,-9.214780562036397615e-01,4.643025732191989885e-01,-9.124036355401941023e-01
4.281698635088733162e-01,3.696881405979990376e-01,-7.899268448687343236e-01,3.797940834282730327e-01,-7.835868320067260751e-01
4.366674893388394763e-01,9.915007903275811774e-02,-4.391549671838898550e-01,1.701256989192942992e-01,-4.047189010183578350e-01
4.388217018019486826e-01,1.718959730888663939e-01,-2.827100538898200122e-01,1.232590124004872695e-01,-3.047063534480576874e-01
4.482406331706070279e-01,-4.414280061212391693e-02,1.395105914299800132e-01,-4.676150226776644436e-02,1.386817365267754287e-01
4.597094644535920649e-01,-2.263378240204027281e-01,6.498666831689258183e-01,-1.703790414576624168e-01,6.585890812260942750e-01
4.609313910731102082e-01,-2.406641695520264079e-01,7.019748039622275559e-01,-1.780322078616183579e-01,7.106286873860409026e-01
4.674845394285718214e-01,-1.305775015776776127e-01,9.757692160466733267e-01,-2.016150318451209456e-01,9.730861245469167864e-01
4.690050790126721880e-01,-1.874227487808492187e-01,1.029562701358433419e+00,-2.030392928725219537e-01,1.029366855850633478e+00
4.755611732329347863e-01,-2.606873347794007589e-01,1.255764790016909993e+00,-1.931966246955217625e-01,1.248265701407417660e+00
4.772006332829246134e-01,-2.121231072280793106e-01,1.300096426951656836e+00,-1.869915812757342866e-01,1.296385989490074220e+00
4.779465807398309840e-01,-1.933475353834864796e-01,1.318930069245178638e+00,-1.837151400161551595e-01,1.317337559231366750e+00
4.784049260866779507e-01,-1.708475201396803256e-01,1.328020037383812690e+00,-1.815659461864059521e-01,1.329912630174199695e+00
4.811231017631497631e-01,-1.481812742149591633e-01,1.395032158080949491e+00,-1.667964556164459877e-01,1.399694013701305417e+00
4.862806126705818688e-01,-1.435159313592842822e-01,1.514289285685201270e+00,-1.303515632589455908e-01,1.508426267406153709e+00
4.943145335346177394e-01,-4.988861945786101509e-02,1.601579395645132076e+00,-5.759442910027354201e-02,1.611572005172133171e+00
4.976477023653788079e-01,-2.345479542631972655e-02,1.627510081687260524e+00,-2.408627520241324663e-02,1.629543202617628639e+00
4.979318527888876300e-01,-2.222181890337045912e-02,1.634180170805186405e+00,-2.118736522210506318e-02,1.630388825781489581e+00
5.057623147427412480e-01,3.750714372628043830e-02,1.584379545051127103e+00,5.835700083586485565e-02,1.611114091108498014e+00
5.081929147782447975e-01,1.019402619793488562e-01,1.605973077637585567e+00,8.184621179532236557e-02,1.588533658966928774e+00
5.195495981096940330e-01,3.127823392556781101e-01,1.416477301870877170e+00,1.708179087403445540e-01,1.383642028984820360e+00
5.293913540262874529e-01,1.142589714269526269e-01,1.085876179474071224e+00,2.030977017559508768e-01,1.087248689725390127e+00
5.502396919082576110e-01,8.442761760520045566e-02,2.063530171064901220e-01,6.888966480013966609e-02,2.109391169972043567e-01
5.521627033044270716e-01,4.919605691932601998e-03,1.325277164748121517e-01,4.109998204881974010e-02,1.208785622668857029e-01
5.570017818814502197e-01,-1.325355245473624002e-02,-1.177589120569326187e-01,-4.014521517854436478e-02,-1.072554451405458159e-01
5.681673512913645308e-01,-2.822262515251698356e-01,-6.237228391310110087e-01,-2.842547284089448900e-01,-6.225807895092010380e-01
5.929566311496160536e-01,-9.777529468484865705e-01,-1.545339834088561792e+00,-1.002083809771750156e+00,-1.516030008922969463e+00
6.062993981927156106e-01,-1.363050925823913184e+00,-1.810254461074271681e+00,-1.384986461747651720e+00,-1.755725830591956749e+00
6.135164847298321122e-01,-1.558475314533922074e+00,-1.812117166838181248e+00,-1.559548170955718405e+00,-1.802556115875755482e+00
6.268249827842086175e-01,-1.822584289987315476e+00,-1.780764327886463771e+00,-1.781857772085418512e+00,-1.741455210638096274e+00
6.310654428718874831e-01,-1.712048224667614971e+00,-1.637956046073455907e+00,-1.819170157280680877e+00,-1.685539899325340096e+00
6.376089802290498820e-01,-1.920200416697728674e+00,-1.569221709857531843e+00,-1.840680792613955230e+00,-1.569911394888003908e+00
6.379367442466449267e-01,-1.859312652851562886e+00,-1.562791630577869739e+00,-1.840565828460353881e+00,-1.563277037314998452e+00
6.429984233408325700e-01,-1.876221130745702403e+00,-1.438580888237941169e+00,-1.824015226120302202e+00,-1.451956585268515010e+00
6.481837296671343340e-01,-1.722443157993116980e+00,-1.348077413638217648e+00,-1.778101588966000568e+00,-1.323129845745367072e+00
6.625295943661998477e-01,-1.472503483603248009e+00,-9.486954459111619498e-01,-1.503337699186096943e+00,-9.208620551754509442e-01
6.718541886140673158e-01,-1.226495242925047968e+00,-6.476716077056626775e-01,-1.221846364041001998e+00,-6.532959200517355347e-01
7.050281965241929072e-01,9.845010461275853497e-02,2.769652263297129463e-02,9.822544789170079005e-02,2.851826075449948386e-02
7.081575538426351235e-01,2.164548532410683346e-01,7.290243499624557422e-02,2.196302570233399365e-01,5.910981470079560568e-02
7.365730931157330463e-01,9.945079599311138496e-01,1.315711675842490547e-01,9.720753939088615514e-01,8.220303193609369841e-02
7.452038427810108168e-01,9.344450710364234913e-01,2.815275889370106796e-02,1.022665548417062586e+00,3.082750647559977589e-02
7.472698001920697886e-01,1.065461695970019829e+00,-4.899387701702978548e-04,1.020217166885553972e+00,1.750288060384169384e-02
7.479901289524468755e-01,1.018382976825842778e+00,1.265749899073535800e-02,1.018019908411039065e+00,1.285663815702365806e-02
7.517807092307815520e-01,9.890622031596949526e-01,-2.841339519211071724e-03,9.949840397923059854e-01,-1.113286942660014073e-02
7.605460227298669329e-01,8.537247110127897942e-01,1.440641449224026177e-02,8.685612113109199006e-01,-5.763751891649211007e-02
7.631554898199004455e-01,8.151387025260347086e-01,-9.217121424251370487e-02,8.117359785252171722e-01,-6.725001089549205446e-02
7.817570475739451519e-01,2.038531101564997061e-01,8.187939292947334080e-02,1.831323588907469435e-01,-3.703419863182395855e-02
7.822111952677950342e-01,1.578522389529507519e-01,-6.547674429713930266e-02,1.636073683048412386e-01,-3.357195671488798216e-02
7.914514878076223114e-01,-2.429179634234612528e-01,1.419034116376250432e-01,-2.645402206458540850e-01,7.050013753034009567e-02
7.930049789596304022e-01,-3.420584199111756929e-01,9.197312923951973807e-02,-3.412358910691861147e-01,9.451631962909716467e-02
8.121229611870591780e-01,-1.321313737984699310e+00,5.500110656304593171e-01,-1.324389698507855373e+00,5.449079786886948940e-01
8.150730962187541229e-01,-1.504980860424550482e+00,5.892755410766434832e-01,-1.472977252541215254e+00,6.382175248675436841e-01
8.205570826398607132e-01,-1.733804963100348262e+00,8.329710622782814378e-01,-1.739206339582307637e+00,8.258563377130864191e-01
8.222135460938069240e-01,-1.794804039429229725e+00,9.129675692970794509e-01,-1.816389900942899427e+00,8.857899785671028425e-01
8.366130410326929612e-01,-2.379137765457697729e+00,1.467702202570092984e+00,-2.398682228812616390e+00,1.451589174267459148e+00
8.478368672236545889e-01,-2.766410979909299961e+00,1.883660667114812393e+00,-2.710060657788171401e+00,1.913244743141053528e+00
8.562290037966074907e-01,-2.871464799517713384e+00,2.235268463832522201e+00,-2.845723105171663381e+00,2.242778541733321251e+00
8.671722766067060384e-01,-2.872472349060020136e+00,2.618816176228154102e+00,-2.891690963377288259e+00,2.620372155131606373e+00
8.729120163870841553e-01,-2.846816006482734362e+00,2.780009652639759743e+00,-2.857964736310962373e+00,2.783943238408784104e+00
8.828255660340780242e-01,-2.663950879284226581e+00,2.934820650262727426e+00,-2.714093848821727217e+00,2.995035205721527927e+00
8.897794665398687242e-01,-2.562903410160308315e+00,3.100214705435778928e+00,-2.556695766965181082e+00,3.081809660535532291e+00
8.898990070723310497e-01,-2.526002971744466752e+00,2.999292530124081146e+00,-2.553636749157233155e+00,3.082831459124463436e+00
8.946878868678149743e-01,-2.426336769977723851e+00,3.147783040548989053e+00,-2.422453769084377484e+00,3.110394310707377930e+00
8.967553715906984024e-01,-2.361190535734147833e+00,3.120606547185277080e+00,-2.361054397598314480e+00,3.114176908661577148e+00
9.086082465556419852e-01,-1.927876212570655223e+00,3.154491803074098044e+00,-1.968123110414344401e+00,3.042135074536450379e+00
9.300033473547173468e-01,-1.239250333803454396e+00,2.514305255293177943e+00,-1.202214872255776390e+00,2.554976131597619382e+00
9.366696918651266079e-01,-9.851335073625138161e-01,2.331199478641265532e+00,-9.813537536603499367e-01,2.334672549946762654e+00
9.388053542070383672e-01,-8.466305499552769787e-01,2.318926528761093397e+00,-9.144229853824888954e-01,2.259860613572423294e+00
9.560466595226291275e-01,-4.102836603162315354e-01,1.658989016301960051e+00,-4.615975299789974451e-01,1.628733273579016760e+00
9.605869625066250084e-01,-4.018164843611685688e-01,1.451495405431304730e+00,-3.711401359238972741e-01,1.467949575069054768e+00
9.813871012530016591e-01,-9.296775401390847127e-02,8.840366307244801325e-01,-1.033746915004261080e-01,8.799015159035528111e-01
9.948148928296083326e-01,-2.282890516094297079e-02,7.029643871481567885e-01,-2.290798201816646520e-02,7.029032282090061923e-01
9.948242136208678144e-01,-1.171960535197802238e-02,7.114806531461674854e-01,-2.286496533004606091e-02,7.028476508379170040e-01
9.988296373336585932e-01,-1.622653396216796814e-02,6.548694097929327329e-01,-5.059154110924568744e-03,6.879703992997121542e-01
