lambda,y1,y2,y3,true_y1,true_y2,true_y3
-6.660541601845921811e-01,8.533238141306261904e-01,2.041954538030481103e+00,-5.312634124786911327e-01,8.640947493750704700e-01,1.946541406614621605e+00,-5.033291806585767914e-01
-6.464544341215365808e-01,7.163067843773430754e-01,1.907929113122779796e+00,-5.448958255803465489e-01,7.957229793147303498e-01,1.908761178762309108e+00,-6.056607467803153400e-01
-6.210572818314286092e-01,6.554439698738456777e-01,1.792807360900305680e+00,-6.594985408033224861e-01,6.893745753683090394e-01,1.860894492053775551e+00,-7.244050626795506265e-01
-6.107225842960648521e-01,6.257755957269701685e-01,1.937252471585159119e+00,-7.931514962503711796e-01,6.409156392828557758e-01,1.841761746194571892e+00,-7.676113230813158550e-01
-6.001835950497833583e-01,5.511581736735748915e-01,1.770861222991393591e+00,-7.313481368514564984e-01,5.887181120362043885e-01,1.822453363093466061e+00,-8.083384096778570838e-01
-5.952732704095393679e-01,6.243282243474281845e-01,1.778302970438275343e+00,-8.972448070537107911e-01,5.635026530875333339e-01,1.813526460370759263e+00,-8.261142535771375250e-01
-5.708306543609416028e-01,4.787579227640539892e-01,1.704646867132475041e+00,-9.611938941875791675e-01,4.304959039985868374e-01,1.769736480380608823e+00,-9.025925307914084428e-01
-5.461813018982317747e-01,3.194897181234797046e-01,1.635570463041032818e+00,-9.825059106832452205e-01,2.861109806804008615e-01,1.726646869329442113e+00,-9.581964864964279682e-01
-5.455225564304462260e-01,2.497287291184778768e-01,1.743284464429575964e+00,-8.664563681359235270e-01,2.821425469823531929e-01,1.725509823082953975e+00,-9.593724944891377504e-01
-5.321210282693185079e-01,2.109587951760457936e-01,1.734282431783999989e+00,-1.073947608743044846e+00,2.004550466573469247e-01,1.702539616321228078e+00,-9.797029010213254008e-01
-4.682600770809608459e-01,-2.001120962802176995e-01,1.540675497226583923e+00,-1.062639325283989633e+00,-1.981085211987015371e-01,1.597212747102869868e+00,-9.801800925485395499e-01
-4.555168763096819617e-01,-2.463086402895993954e-01,1.568345808049730339e+00,-8.660559557001002995e-01,-2.758709620178392274e-01,1.576988280298035505e+00,-9.611946797165243916e-01
-4.372322159560069199e-01,-4.273017544964949344e-01,1.575531999293462659e+00,-1.009316621774181577e+00,-3.842373512419481330e-01,1.548415602120338574e+00,-9.232343461497583004e-01
-4.233437921395117876e-01,-4.702025220508621040e-01,1.620258296094164052e+00,-8.506612734930830699e-01,-4.632377975904835576e-01,1.527059196681304964e+00,-8.862340226393468079e-01
-4.128124844666327675e-01,-4.908502763674435498e-01,1.415797850690552639e+00,-8.485248554496382933e-01,-5.208234868629397774e-01,1.511061651834706865e+00,-8.536643927984399749e-01
-3.969758217042469450e-01,-6.202519368499816999e-01,1.584612459352589875e+00,-7.822661950579409273e-01,-6.030507330397553156e-01,1.487319968754482913e+00,-7.977028352589790039e-01
-3.920998038747756098e-01,-6.898398669130090255e-01,1.531740416662753512e+00,-8.372372162945657115e-01,-6.272030749095648394e-01,1.480085422291249841e+00,-7.788557650964565982e-01
-3.880867516986949983e-01,-6.208447819600821926e-01,1.551152060791151532e+00,-7.044302454443754913e-01,-6.466402755914550937e-01,1.474157664422684810e+00,-7.627950930512119587e-01
-3.752667172359178682e-01,-7.186123361233023310e-01,1.365608209192321398e+00,-7.504812229414699054e-01,-7.059207953586128514e-01,1.455379537663844536e+00,-7.082907811628381678e-01
-3.483492837236961126e-01,-8.408573935538501409e-01,1.512987697436868562e+00,-5.710637373032109165e-01,-8.150697365056400745e-01,1.416727003013434016e+00,-5.793628609365865101e-01
-2.909480637402632741e-01,-9.916155059368653157e-01,1.244573338275091201e+00,-2.814101090633575053e-01,-9.670845743676526052e-01,1.337695107265331806e+00,-2.544551552241303694e-01
-2.763747788932191529e-01,-1.070962556952307798e+00,1.270962971103637651e+00,-1.891992137999331525e-01,-9.863002300751059215e-01,1.318341858154718604e+00,-1.649601653545275104e-01
-2.590805879302622294e-01,-1.005993874957125778e+00,1.198177571713907152e+00,-7.761141466714023551e-02,-9.983728040227809464e-01,1.295738221482061636e+00,-5.702406674106755280e-02
-2.584039515348375282e-01,-9.172259125641170074e-01,1.237245366609634578e+00,-6.036825263897611926e-02,-9.986062146091660985e-01,1.294861774393902598e+00,-5.277905023730524586e-02
-2.379575478070350414e-01,-9.373311841048631576e-01,1.347966164276227952e+00,8.711860529699372302e-02,-9.971387724930391716e-01,1.268655334480651042e+00,7.559278001948976922e-02
-2.250432419396510841e-01,-1.054076664743965441e+00,1.322989883673286737e+00,1.809053368329510136e-01,-9.877308069329715501e-01,1.252376870226035832e+00,1.561661071921206234e-01
-1.872262771198589526e-01,-1.015617559534444325e+00,1.191675891840475954e+00,4.197734027896306008e-01,-9.232200077640099201e-01,1.205900121786800616e+00,3.842718012868253652e-01
-1.829427125507276930e-01,-8.458981900299136214e-01,1.139611338193765366e+00,3.663058261795038573e-01,-9.125444360034309366e-01,1.200745618456752206e+00,4.089775694572748699e-01
-1.358139204497925689e-01,-8.261065607433186742e-01,1.101307156073985993e+00,7.101511558372990418e-01,-7.534832035184055865e-01,1.145468725457151615e+00,6.574671566060474870e-01
-1.265652215352752741e-01,-7.498687528940676250e-01,1.042305361448489176e+00,7.118328611662315675e-01,-7.140265701210661842e-01,1.134923470213374808e+00,7.001186022104727291e-01
-1.256961622553385283e-01,-6.445751721360213349e-01,1.189658874100585129e+00,6.531205014622042393e-01,-7.101929742410600932e-01,1.133937582898878027e+00,7.040070591539810962e-01
-1.222431204958953632e-01,-6.278745100537366230e-01,1.115686196943592501e+00,6.462994098800258769e-01,-6.947528193436410815e-01,1.130028801549002315e+00,7.192485801265526835e-01
-1.131716023453377407e-01,-7.155542287999002715e-01,1.132980135518119491e+00,8.342752682385345953e-01,-6.526510191489057755e-01,1.119824080900243102e+00,7.576586614062394975e-01
-1.076874488519385942e-01,-5.623946896482013846e-01,1.143978046256305614e+00,7.088625223909672535e-01,-6.261613945725066355e-01,1.113699602893653884e+00,7.796934705042832814e-01
-1.012769957124226572e-01,-6.216321618567364204e-01,1.182185412467746000e+00,8.637300470656104068e-01,-5.942574917968447279e-01,1.106583118094300655e+00,8.042748494409873716e-01
-9.922812420886573115e-02,-6.142605432366502471e-01,1.010073723342249874e+00,8.257674083563647516e-01,-5.838547531863536033e-01,1.104318192540355348e+00,8.118581324232098106e-01
-8.844742033277785964e-02,-5.129729080914975370e-01,1.007925521566234606e+00,7.981517747554162101e-01,-5.275648884317259979e-01,1.092476809033243734e+00,8.495147370670037557e-01
-8.216844892332009209e-02,-4.424861650300004334e-01,1.102366184076214894e+00,7.853845438506926735e-01,-4.936480642305547950e-01,1.085638669092817032e+00,8.696617668274407853e-01
-7.624553949722523427e-02,-5.001982447276446253e-01,9.994956948367881289e-01,9.332779749962367699e-01,-4.609495035582941713e-01,1.079227534613064643e+00,8.874263660548756816e-01
-6.655799254593164349e-02,-4.071328567290228295e-01,9.757950844985978645e-01,8.771517796064963735e-01,-4.061127615259906842e-01,1.068822946041701138e+00,9.138229724217562522e-01
-6.088837744838415666e-02,-3.339750352644936249e-01,1.120410343019840660e+00,8.560717202594522179e-01,-3.733086546341175538e-01,1.062780277319682165e+00,9.277071997000266856e-01
-5.780758771373495364e-02,-3.896724061625732594e-01,1.066209222389421729e+00,1.028420446051250048e+00,-3.552820502909307954e-01,1.059511113140558347e+00,9.347591479846948381e-01
-4.859014754813251180e-02,-2.925725879355404180e-01,1.145513733325454808e+00,9.815566605955079460e-01,-3.005801752535861571e-01,1.049790003549725848e+00,9.537565508265322123e-01
2.089550206727075476e-03,-2.210765756654508099e-03,9.038392509407053854e-01,9.696664801856321736e-01,1.312865398239607823e-02,9.979126313835274820e-01,9.999138155084219548e-01
1.071588013159916475e-01,6.866922490022940861e-01,9.234945265964149552e-01,8.551499124163222110e-01,6.235681227597896781e-01,8.983829972598290636e-01,7.817690172153357597e-01
1.091695740316696028e-01,6.976565509304961665e-01,9.154711089818827752e-01,8.480817101525882640e-01,6.333950086580136807e-01,8.965783681981902564e-01,7.738286393040223476e-01
1.140643046825566831e-01,6.722104891441470498e-01,9.909484783808704123e-01,7.502244924347154509e-01,6.568904485497152335e-01,8.922005813625415449e-01,7.539860334277777021e-01
1.184143214908270902e-01,7.177007720901594778e-01,8.181167025584534791e-01,7.943542298089276699e-01,6.772504550452322913e-01,8.883279230084757394e-01,7.357525542878025071e-01
1.304722129623776539e-01,6.761500370419851746e-01,9.338594870090581868e-01,6.204471413643199984e-01,7.309964681749757665e-01,8.776808807615585906e-01,6.823812449911791367e-01
1.374823919057874821e-01,8.355040433438999381e-01,9.015184641882412198e-01,7.082803969955852041e-01,7.603341093143404228e-01,8.715496961912102547e-01,6.495321718076546569e-01
1.584391378837919362e-01,8.623676103645755431e-01,7.610120107178369731e-01,5.741825933624421507e-01,8.390324529600718950e-01,8.534749064991863365e-01,5.440813752370179390e-01
2.546176814048863868e-01,9.129892991975232519e-01,7.259348355224232163e-01,-2.041425083108930338e-02,9.995791307398967929e-01,7.752128195889366191e-01,-2.900967751065678529e-02
2.605651862377769135e-01,1.075520245553721388e+00,7.077461313196183879e-01,-6.377351150984887640e-02,9.977974561413510690e-01,7.706159211860743596e-01,-6.633427860351356897e-02
2.633287982441296915e-01,1.005337834788829987e+00,6.695357726358666106e-01,-7.224628368161062353e-02,9.964952432288506357e-01,7.684891778742657387e-01,-8.364944842779178935e-02
2.694366400011816154e-01,1.012465543053685080e+00,8.607553372039304929e-01,-1.361382845286156773e-01,9.925521265261181281e-01,7.638096729692204212e-01,-1.218206720080005495e-01
2.877302401613290872e-01,8.756016905257529848e-01,7.655936303811229360e-01,-2.134727782846736477e-01,9.720311912670184240e-01,7.499638750878729887e-01,-2.348517898676122095e-01
3.238330294537901111e-01,9.424299636123053547e-01,8.039791120741077712e-01,-4.818971139479790722e-01,8.943113340908757092e-01,7.233710139502259606e-01,-4.474452343210263416e-01
3.286270806547750833e-01,9.001815926422976899e-01,8.151958464611377408e-01,-4.972144984974065651e-01,8.804297792546413870e-01,7.199114355958563527e-01,-4.741765534077190813e-01
3.297017131840642712e-01,9.615622881881622508e-01,7.410596237949661491e-01,-5.291391511556279292e-01,8.772080390249313853e-01,7.191382108895809644e-01,-4.801104625708904616e-01
3.368059235809433005e-01,7.817759402844637329e-01,7.715049294325607709e-01,-4.820336485326160436e-01,8.549106710740553838e-01,7.140474062196937588e-01,-5.187752350331579221e-01
3.396279893650206994e-01,8.619913045042153499e-01,8.079092210328496781e-01,-5.570632032731901440e-01,8.455780657221163565e-01,7.120351581500761196e-01,-5.338517910147386747e-01
3.649910079499509852e-01,6.767046769946816198e-01,6.813370225034460770e-01,-5.946325252433911634e-01,7.501484317049851303e-01,6.942028931570727313e-01,-6.612694839553321380e-01
3.660979064849092524e-01,7.913299734811988229e-01,7.657850089550786166e-01,-7.181227610661067295e-01,7.455312973920440456e-01,6.934349061119540192e-01,-6.664706179637146510e-01
3.926407501554720625e-01,6.360809671795322195e-01,7.697497820476890684e-01,-8.116571956984828251e-01,6.245522310316015124e-01,6.752712951237294092e-01,-7.809830412457424709e-01
3.947360581187278061e-01,5.522850483551953182e-01,6.918111044310408797e-01,-7.127034307034988414e-01,6.142165999352404704e-01,6.738578750939338002e-01,-7.891374838163454086e-01
3.994142676214991194e-01,5.551382316034830788e-01,7.581915626360422600e-01,-7.740055206151631451e-01,5.907586619800330174e-01,6.707127892005260161e-01,-8.068483149239149554e-01
4.005302040044982359e-01,5.261848975559159092e-01,6.931301187602559866e-01,-7.335501971583830993e-01,5.850868606992041254e-01,6.699647338652272577e-01,-8.109706316736445819e-01
4.103307572526702085e-01,5.103864359857828159e-01,5.823486147331493612e-01,-7.919165223646489338e-01,5.340709491502916295e-01,6.634307793006365417e-01,-8.454396615215699073e-01
4.337803783179912109e-01,3.631994115008259083e-01,6.549409294780279556e-01,-8.237224082332266217e-01,4.041690147164903046e-01,6.480545666914355740e-01,-9.146843212513819932e-01
4.389259119018735777e-01,4.059443683139485337e-01,5.692050704341470313e-01,-9.847216759922143847e-01,3.743908995013015550e-01,6.447285445720477570e-01,-9.272709713835575185e-01
4.447187011929005784e-01,3.066486874121618911e-01,6.951417804992143790e-01,-8.632741879393907025e-01,3.404003523869832959e-01,6.410045644930026931e-01,-9.402805964683189632e-01
4.895243118156342721e-01,7.643463596971811214e-02,5.610637727491943894e-01,-1.082672590117830902e+00,6.577317385359145174e-02,6.129178826448719031e-01,-9.978346003227314132e-01
5.161754801707476581e-01,-8.763757950872069769e-02,5.258158698763996108e-01,-9.257715171713114533e-01,-1.014586611765389695e-01,5.967986571548637986e-01,-9.948397559769434073e-01
5.170390596704201869e-01,-9.711129786495840965e-02,6.057498296934430426e-01,-8.952016660138953918e-01,-1.068551715143122027e-01,5.962834965422008082e-01,-9.942745960350425349e-01
5.222794039807059363e-01,-1.562772071401065110e-01,6.527322043823324815e-01,-1.068776723168122000e+00,-1.395288790314468119e-01,5.931669387637232838e-01,-9.902180022178085350e-01
5.299977148320511589e-01,-1.719695545000057557e-01,6.166491467621826317e-01,-8.875454860689083736e-01,-1.873672107547515731e-01,5.886063147411032537e-01,-9.822899410734003967e-01
5.479120971119266770e-01,-3.204043989575875995e-01,6.605556907072414052e-01,-1.006404475280884281e+00,-2.965141549326777426e-01,5.781556839912832535e-01,-9.550284581752315205e-01
5.567669941475237305e-01,-3.847208988722756740e-01,6.104368056723102898e-01,-1.022727150371184779e+00,-3.491628182413359371e-01,5.730587745468335159e-01,-9.370620717742063066e-01
5.575018079315892106e-01,-3.804509087641989029e-01,5.249455134740212969e-01,-1.019095901784303537e+00,-3.534854699976495707e-01,5.726378377342433712e-01,-9.354400154475650542e-01
5.614580620439357794e-01,-4.042605180380973162e-01,6.537044392562852968e-01,-9.742491675077538105e-01,-3.766269226475471577e-01,5.703768124781755100e-01,-9.263650258602375009e-01
5.677964182128270032e-01,-3.873322879760964232e-01,6.319763682536126970e-01,-8.393695167438999238e-01,-4.132110874521209287e-01,5.667729942970144430e-01,-9.106352712291764240e-01
5.721286105539076239e-01,-4.441848016299461688e-01,6.638474489165906434e-01,-8.916594774975924453e-01,-4.378424187953535163e-01,5.643229355666912195e-01,-8.990517317170543254e-01
5.738487550042767893e-01,-4.872558185985242929e-01,5.309564566346185455e-01,-9.801309973591095792e-01,-4.475335959522867557e-01,5.633530530090582467e-01,-8.942671192065687613e-01
6.095287149936037263e-01,-6.148051531784730628e-01,4.463720422655801934e-01,-7.609137554526964609e-01,-6.351395769572718564e-01,5.436070025434979192e-01,-7.723973833348594109e-01
6.280407693320693152e-01,-6.644874141489830466e-01,4.645688085545130463e-01,-6.477111046785923865e-01,-7.204866883636672492e-01,5.336362940642189745e-01,-6.934687677832043207e-01
6.455232265416599446e-01,-8.634487969685366027e-01,5.738660012393874688e-01,-6.600117765215219867e-01,-7.921656887205883457e-01,5.243880965440104180e-01,-6.103060884620404858e-01
6.552623439851641418e-01,-9.035449815703675558e-01,5.654236722063911147e-01,-6.072703322417839500e-01,-8.280059636714146576e-01,5.193058079598595889e-01,-5.607192917356883521e-01
6.645196027904021197e-01,-9.064001847234340881e-01,4.339493228818351311e-01,-5.474220422288995636e-01,-8.592016051011374111e-01,5.145206426262187716e-01,-5.116371778825588024e-01
6.653563921156748773e-01,-7.789942646446126329e-01,4.818252246896101432e-01,-4.614075348789676845e-01,-8.618797531081315855e-01,5.140902773324909081e-01,-5.071127006714248875e-01
7.068061465363322249e-01,-9.465507718030514717e-01,5.909721350096115433e-01,-2.554226208991802194e-01,-9.633978722736887823e-01,4.932169472131108789e-01,-2.680756230964114750e-01
7.132285681847509995e-01,-1.054057698557444356e+00,5.474390431551869884e-01,-2.433616207533181863e-01,-9.734283779764723032e-01,4.900594502556002152e-01,-2.289916875130933727e-01
7.171958398227649134e-01,-8.864715601320644067e-01,5.196384722728362160e-01,-1.828453411616178803e-01,-9.788334769218520748e-01,4.881191027853699627e-01,-2.046583114781271306e-01
7.862422426443953505e-01,-9.785391655814021927e-01,5.551032827907543821e-01,2.341719308390622090e-01,-9.741843915702760315e-01,4.555534422298356256e-01,2.257537845105839214e-01
8.052047930876833348e-01,-1.013262602307342997e+00,5.081492819516875148e-01,3.708965092998096624e-01,-9.404441181430736041e-01,4.469963754172509018e-01,3.399483205578409106e-01
8.171613814152141053e-01,-9.958318042733680375e-01,4.789361078673915473e-01,4.499575824437320182e-01,-9.122767524671714368e-01,4.416836481112779156e-01,4.095743240340528057e-01
8.535299776972036234e-01,-7.344380318018374210e-01,3.662642587792729887e-01,5.538198214401185426e-01,-7.957822959898227522e-01,4.259088265945830121e-01,6.055828080363296895e-01
9.237953290990290611e-01,-4.844100256746635691e-01,3.056706125545362029e-01,9.206518835146121349e-01,-4.607216106166103220e-01,3.970093967819859904e-01,8.875447016972365377e-01
9.350194648684200249e-01,-4.120610699066887261e-01,4.788371161942800436e-01,9.661109551425727249e-01,-3.970356450119904013e-01,3.925782239736734236e-01,9.178031905533521329e-01
9.383527546954477661e-01,-3.701725136906005020e-01,4.909642111526618669e-01,9.238320122661972666e-01,-3.777278018540249360e-01,3.912718254853813638e-01,9.259166850783748792e-01
9.413960487898065388e-01,-3.932249328439241243e-01,4.159319781288919327e-01,1.023661100551503722e+00,-3.599548369898052935e-01,3.900828803221212393e-01,9.329697290521502540e-01
9.512447032735118491e-01,-2.764070067351658833e-01,4.580365042136245735e-01,8.885213756305438970e-01,-3.015696910317851032e-01,3.862599450986189398e-01,9.534441365129860957e-01
