lambda,y1,y2,true_y1,true_y2
5.635232369695373222e-01,-3.948605806230634507e-01,-1.318669440528825176e-01,-3.797823141518744672e-01,-1.601792830007240098e-01
5.688338053843190467e-01,-5.001982818330690250e-01,-2.435373895300768921e-01,-5.064005630908554600e-01,-2.337772592896566193e-01
5.786092968125243763e-01,-6.991361450744821848e-01,-3.599502350984833399e-01,-6.890417458493031111e-01,-3.710006225046175721e-01
5.802402167429431268e-01,-6.886619121987687109e-01,-4.169124084151499265e-01,-7.122216162968338926e-01,-3.929481751871600759e-01
6.019969635275295161e-01,-7.860902160207274836e-01,-5.774561582007207150e-01,-8.000014577979324137e-01,-5.967134698815026450e-01
6.063628402155351038e-01,-7.730689907674577199e-01,-6.416969448382001673e-01,-7.692489411329758164e-01,-6.073118053075142742e-01
6.103353887901797892e-01,-7.276578851909923928e-01,-6.139834020271535131e-01,-7.289775569529367560e-01,-6.056547165814577527e-01
6.197193893796402175e-01,-6.185274658241070034e-01,-5.099698748031606943e-01,-5.944840747081450161e-01,-5.562885108404803658e-01
6.218620306543405363e-01,-5.673402540223989599e-01,-5.188918406567488706e-01,-5.574573168831412628e-01,-5.358974561595395425e-01
6.235463696427459013e-01,-4.899197796870895516e-01,-5.766720441827986043e-01,-5.270529334722168224e-01,-5.175122067340632848e-01
6.309120077726549924e-01,-4.047540119386216495e-01,-3.882615698511395763e-01,-3.839723721700472603e-01,-4.136133164155187947e-01
6.355603540101848470e-01,-2.515055132255153425e-01,-3.692550523964907017e-01,-2.886512625255543973e-01,-3.297437399063637975e-01
6.384675277647405833e-01,-2.789257205343168011e-01,-2.214136346510917619e-01,-2.285405529737775387e-01,-2.709042178151953029e-01
6.404392121036412977e-01,-2.254187444291265441e-01,-1.935745952260358171e-01,-1.879616662999664678e-01,-2.284875352688814087e-01
6.584807683932919486e-01,1.306187369460099224e-01,2.281547520969633980e-01,1.431935255295253284e-01,2.209465161858000237e-01
6.747503563802232929e-01,3.119133743654714519e-01,6.267364128301748938e-01,3.194723003063922318e-01,6.245758443269213700e-01
6.825881222168831419e-01,3.614292038448274069e-01,7.775004951310566792e-01,3.510365304533370479e-01,7.786088948457761116e-01
6.860498695059001895e-01,3.201988504895582066e-01,8.333220436974932976e-01,3.541250074959243488e-01,8.333745064286689486e-01
6.889014524529721850e-01,3.704044257689790287e-01,8.736231300529364585e-01,3.519968055886120162e-01,8.714207116845427148e-01
6.935404695867195546e-01,3.294523777970790879e-01,9.137278236368583384e-01,3.402241865881084903e-01,9.184923850282923352e-01
7.100168800546233783e-01,2.666854771901543963e-01,8.897029737642636604e-01,2.363796660158611895e-01,9.210435490280056703e-01
7.119178105885787256e-01,1.992811046599500535e-01,9.225190531341074252e-01,2.205822419102384802e-01,9.042070889381288445e-01
7.127496937612997074e-01,1.895157507837795241e-01,9.150027349995252246e-01,2.135629422207471484e-01,8.957422491272287735e-01
7.375151372977257758e-01,-2.899180236778987896e-02,3.906410096392057274e-01,2.995427795745955052e-02,3.810685560271654393e-01
7.429063098580822588e-01,-4.316129692330680778e-02,2.255717163361342092e-01,9.847581333905621251e-03,2.207952747709606423e-01
7.439947226949908954e-01,-8.408177697328880762e-02,1.943427890448247708e-01,7.074788126494557274e-03,1.874106770677914646e-01
7.460679789593650524e-01,3.949045553278537901e-02,1.213697907337533133e-01,3.043772348746971550e-03,1.231765663346562206e-01
7.497057510446367701e-01,9.046219921297488087e-02,8.909516432225853336e-03,1.709043699897253490e-05,9.243956110178554869e-03
7.604216851846175018e-01,9.167722050635240816e-02,-3.114276098906821888e-01,2.104302964761133043e-02,-3.208995460426198321e-01
7.650244051780429322e-01,-3.688723145747316995e-02,-4.684945938346246619e-01,4.285796796549622839e-02,-4.526490872358995277e-01
7.701931135378551341e-01,1.098967869580033951e-01,-5.781467600729416345e-01,7.499624117190342720e-02,-5.879185378551292640e-01
7.744172045693323847e-01,1.730034586809134634e-01,-6.619175432950813454e-01,1.060612860007546232e-01,-6.858906885432970446e-01
7.792699435748007275e-01,1.247839096182909308e-01,-7.916518673749144419e-01,1.454437635785411076e-01,-7.819123175599957953e-01
7.965717298026914195e-01,2.878118165814170792e-01,-9.469755194490516725e-01,2.867892748083979426e-01,-9.519437546775983972e-01
8.117523712192651342e-01,4.528407970185415743e-01,-8.722154149487167940e-01,3.528438354263749854e-01,-8.632882692117539447e-01
8.272545955907364412e-01,2.930506231742404655e-01,-5.837102715761738336e-01,3.057369248081812096e-01,-5.795958810842746223e-01
8.295954090857049490e-01,3.366832912798931599e-01,-5.064467853246503726e-01,2.867654882140052708e-01,-5.247801205984994333e-01
8.297499101249115050e-01,2.760412806391950857e-01,-5.245475008324598232e-01,2.854026416604747984e-01,-5.210833601351740896e-01
8.420701517722397611e-01,2.022502289668604569e-01,-1.671330001335209481e-01,1.348070677297774078e-01,-2.064370255377536434e-01
8.564096306557392735e-01,-1.445750977049092834e-01,1.392639569607796723e-01,-1.239802477074168907e-01,1.569441657629462306e-01
8.651002319106483318e-01,-3.370382687394977150e-01,3.048095262042460063e-01,-3.022989666263871111e-01,3.424558599429902706e-01
8.666088321536724592e-01,-3.074494755455797756e-01,3.998694482900656544e-01,-3.333772517764680976e-01,3.705236281582061086e-01
8.821750703289480411e-01,-6.017206541184767499e-01,6.231316596280725983e-01,-6.254959996389112264e-01,5.714962518569861594e-01
8.835298364237075264e-01,-6.052100589377041873e-01,6.802870471546655917e-01,-6.465813703312645044e-01,5.807405605587376840e-01
8.857051708583628669e-01,-6.741159636883905515e-01,6.053637387171481032e-01,-6.783664089908353345e-01,5.927393915032527216e-01
8.880586950148696701e-01,-7.029131636702229402e-01,6.300850439250104129e-01,-7.096394487228858683e-01,6.017939525644210308e-01
9.028926876302835192e-01,-8.924455948239635728e-01,5.847035818531705065e-01,-8.161840757197336149e-01,5.706204803617930255e-01
9.097966227332338063e-01,-7.835310227504049818e-01,5.213745469881796435e-01,-8.040010194651288078e-01,5.116769071502725863e-01
9.216849842375703927e-01,-6.996936969318066080e-01,3.502846698240609236e-01,-6.846243828809120968e-01,3.669909301902846699e-01
9.218975064992004365e-01,-7.172365084442912098e-01,3.239861668785797844e-01,-6.813900884062826790e-01,3.640867130377608007e-01
9.279706081658242178e-01,-5.899306599974044607e-01,2.564265091922522388e-01,-5.738906166734970560e-01,2.790449395735088989e-01
9.451482876707726355e-01,-1.232660085729939958e-01,1.011338365349263302e-01,-1.429032377846521373e-01,5.129797829292560840e-02
9.585152939754523205e-01,2.615707563438822159e-01,-3.861324556061236646e-02,2.554074698486011319e-01,-6.812335052381617018e-02
9.723462479335980291e-01,6.360038305738945352e-01,-1.181419122907686192e-01,6.360440574547036041e-01,-1.116407336691583041e-01
9.799785398901582623e-01,7.978355963150309815e-01,-7.081354157588570786e-02,8.022306449280091067e-01,-1.014551979836335188e-01
9.898230692048735069e-01,9.741614403163401104e-01,-1.121619179375814845e-01,9.473840531519541752e-01,-6.066179208479554469e-02
