lambda,y1,y2,y3,true_y1,true_y2,true_y3
3.072257981212695999e-01,2.542231755899064805e-01,-1.590610653102108862e-01,6.763295688966992625e-01,3.072257981212695999e-01,-1.654081160068499867e-01,5.917693125569024604e-01
3.275026085165917422e-01,3.759167230058841902e-01,-2.472687640557715560e-01,5.173714019797945873e-01,3.275026085165917422e-01,-2.515793232633490306e-01,6.047641510928397635e-01
3.318137357530672737e-01,4.227389537687948895e-01,-2.486221125372596874e-01,6.412438329118594904e-01,3.318137357530672737e-01,-2.706532023752731830e-01,6.059276070469432618e-01
3.459888903831875862e-01,3.486497821688689935e-01,-3.286728056888784111e-01,5.057829133307274461e-01,3.459888903831875862e-01,-3.348669724970760320e-01,6.055554143139999512e-01
3.550131648739349721e-01,4.423457646723871761e-01,-3.637101263936464712e-01,6.487867911897298168e-01,3.550131648739349721e-01,-3.767245583061809011e-01,6.018438303283035751e-01
3.618533044617362471e-01,4.017820000500775812e-01,-4.159244540604346563e-01,6.885762150086007782e-01,3.618533044617362471e-01,-4.088286950960287047e-01,5.971686142670178388e-01
3.832060193253996605e-01,4.384079688167130118e-01,-4.738915436466443754e-01,4.968469799908454276e-01,3.832060193253996605e-01,-5.102052417666458339e-01,5.719073563635221902e-01
4.181153172044829169e-01,3.482835109253232253e-01,-7.225408543876643552e-01,5.474677097021138916e-01,4.181153172044829169e-01,-6.742654288549092545e-01,4.946188485845710581e-01
4.657045698874124895e-01,3.814568333268717470e-01,-9.248719766730189029e-01,3.392568420936466489e-01,4.657045698874124895e-01,-8.757787791265190247e-01,3.170717831781049711e-01
4.873349081114271009e-01,4.964794911168040614e-01,-8.658834279499300068e-01,1.598675754316904729e-01,4.873349081114271009e-01,-9.516890659537329267e-01,2.104024058797893115e-01
5.560442132016276684e-01,6.445744087997564709e-01,-1.045334269616203349e+00,-2.067900421526033816e-01,5.560442132016276684e-01,-1.091082245029499687e+00,-2.151283401169068188e-01
5.612228722673118231e-01,4.782619343198193929e-01,-1.040246013868454167e+00,-2.664567324266459702e-01,5.612228722673118231e-01,-1.093966732703940625e+00,-2.512394020868349842e-01
5.764564909758105316e-01,6.739410931430732665e-01,-1.078205586962230456e+00,-3.453820292566601169e-01,5.764564909758105316e-01,-1.095416326997300072e+00,-3.595433416158935191e-01
5.841186606290567074e-01,5.738699595745285764e-01,-9.928380243788321735e-01,-4.078877690315568239e-01,5.841186606290567074e-01,-1.092060560533198554e+00,-4.149483954761706839e-01
6.150701448415722972e-01,7.031794105228420522e-01,-1.096737502963720523e+00,-6.435512520666212266e-01,6.150701448415722972e-01,-1.049477474770720509e+00,-6.417492985976710473e-01
6.219230198415324207e-01,5.965594651011485450e-01,-9.410251984524754532e-01,-6.639248021056174398e-01,6.219230198415324207e-01,-1.033600010772699918e+00,-6.919710891113292073e-01
6.277867396039784609e-01,5.470546276030466837e-01,-1.068681573508548865e+00,-7.652070136036672743e-01,6.277867396039784609e-01,-1.018129902834016942e+00,-7.347627254056705581e-01
6.289013834884025211e-01,5.304202936532087520e-01,-9.992860600683226568e-01,-7.502743457799260218e-01,6.289013834884025211e-01,-1.014992115920584359e+00,-7.428719978795552681e-01
6.682600810030916438e-01,6.239672440832857436e-01,-9.334217596389404736e-01,-1.076396474589587982e+00,6.682600810030916438e-01,-8.638978429795605152e-01,-1.019787556476493329e+00
6.769129665946520547e-01,6.040018564538707224e-01,-8.676773987087293971e-01,-1.126400490451586300e+00,6.769129665946520547e-01,-8.202987434710382608e-01,-1.077011898186703398e+00
6.777112712192099320e-01,7.545853990973965253e-01,-8.709635400845511244e-01,-1.115058805737470404e+00,6.777112712192099320e-01,-8.160919609710948208e-01,-1.082203391137074311e+00
6.811815911830485515e-01,6.013093008160695918e-01,-7.460595444990154590e-01,-1.073284637843571643e+00,6.811815911830485515e-01,-7.974457687859604071e-01,-1.104587563985783838e+00
7.213146689005085488e-01,6.229510611999015124e-01,-5.238995740118889133e-01,-1.332017266321414706e+00,7.213146689005085488e-01,-5.411253408920647656e-01,-1.337296815119458637e+00
7.298387221565050265e-01,8.052898270177749618e-01,-4.502995609486887263e-01,-1.319654380595693954e+00,7.298387221565050265e-01,-4.776308765914956678e-01,-1.379321205217479474e+00
7.332167698652247712e-01,6.353997418791893503e-01,-4.514051202233012594e-01,-1.415924601849788633e+00,7.332167698652247712e-01,-4.516590768771167053e-01,-1.395145657170206333e+00
7.445231463830963570e-01,6.454878102313342803e-01,-3.557595041235669941e-01,-1.457082701250373091e+00,7.445231463830963570e-01,-3.615388772319286237e-01,-1.444489010775304783e+00
7.756833903272994934e-01,7.197011995244396720e-01,-1.067495247734968483e-01,-1.629959534362546814e+00,7.756833903272994934e-01,-9.037586072732152476e-02,-1.548732091717741177e+00
7.851454316838397673e-01,8.410883844054720671e-01,-2.535277223214945502e-02,-1.649930075449172140e+00,7.851454316838397673e-01,-2.381172892015765916e-03,-1.570289057973617508e+00
7.971050134030812639e-01,7.063932812251565441e-01,1.266450402497473204e-01,-1.550863370883469150e+00,7.971050134030812639e-01,1.118870080681246965e-01,-1.590278877113969980e+00
8.675580546451859831e-01,9.448738629033602843e-01,8.329651117078820111e-01,-1.590831593027227431e+00,8.675580546451859831e-01,8.211175905678830267e-01,-1.528526681212648120e+00
8.801773990547372417e-01,9.453343819801233172e-01,9.141991325213542074e-01,-1.415379206720099203e+00,8.801773990547372417e-01,9.479799380499643879e-01,-1.483301403047214251e+00
8.964146565137429690e-01,7.969605714043269673e-01,1.113507737900289341e+00,-1.400835029864121895e+00,8.964146565137429690e-01,1.107831451830608493e+00,-1.409590869715568573e+00
8.964912265087021659e-01,9.358253285755882001e-01,1.148036548016729386e+00,-1.492241300750629884e+00,8.964912265087021659e-01,1.108573613201701447e+00,-1.409202122103579979e+00
9.386538683808025585e-01,8.393710317195004489e-01,1.493878642715508187e+00,-1.126079684905399114e+00,9.386538683808025585e-01,1.493059189286370492e+00,-1.138006412896037434e+00
9.550117472554655595e-01,9.019142874863604886e-01,1.564969331645570838e+00,-9.438301741599893768e-01,9.550117472554655595e-01,1.625224304362515859e+00,-1.003412034058354996e+00
9.651450171745878936e-01,1.023761807936321766e+00,1.761697963209728934e+00,-9.661063174170673173e-01,9.651450171745878936e-01,1.701050526853895350e+00,-9.123851828026512401e-01
9.803950848031728338e-01,9.405349116150464317e-01,1.729983956442301185e+00,-7.128286768791931571e-01,9.803950848031728338e-01,1.805384589541252582e+00,-7.650389356574245348e-01
9.865799517013331688e-01,9.660751747657347899e-01,1.760568472379398841e+00,-6.508980118710452345e-01,9.865799517013331688e-01,1.844085677388307865e+00,-7.019316340266517074e-01
9.882832930348468548e-01,1.065999460647681474e+00,1.905451141061248466e+00,-7.209675498081000722e-01,9.882832930348468548e-01,1.854359075218297459e+00,-6.842279512872482261e-01
9.976339170629704434e-01,1.087809364473464990e+00,1.942471803672453978e+00,-6.103119886462875510e-01,9.976339170629704434e-01,1.907689430229288385e+00,-5.846492689545381705e-01
1.007265850366198423e+00,1.103934031204275357e+00,1.976284101858207132e+00,-4.948769722706721219e-01,1.007265850366198423e+00,1.956987212382762964e+00,-4.780575528386782347e-01
1.009582965806996135e+00,1.070101299285861840e+00,2.039600987504157636e+00,-4.865582176119712665e-01,1.009582965806996135e+00,1.967960869597342510e+00,-4.518418696007183710e-01
1.025478489213516475e+00,1.101430653124573444e+00,1.969785183626093117e+00,-2.537408990449458446e-01,1.025478489213516475e+00,2.033567101635823438e+00,-2.665133589578977391e-01
1.040550229481138178e+00,1.113781956344897850e+00,2.144816869855117769e+00,-1.020511495338871921e-01,1.040550229481138178e+00,2.079445446092515581e+00,-8.298046166475096796e-02
1.050176605934522334e+00,1.067722257540159037e+00,2.197309091258839775e+00,2.248932628643652426e-02,1.050176605934522334e+00,2.100017698180316916e+00,3.754040407422327280e-02
1.062822082009155400e+00,1.078424375647645483e+00,2.017656318275333760e+00,2.038752343465431993e-01,1.062822082009155400e+00,2.116310354181213160e+00,1.989813981519163999e-01
1.079054870523357357e+00,1.083665645585921267e+00,2.018997320517432303e+00,4.058656540315249694e-01,1.079054870523357357e+00,2.118805283844811260e+00,4.100022238379028572e-01
1.106207604822550428e+00,1.100187450267809508e+00,2.172831256822533419e+00,7.877763417145459135e-01,1.106207604822550428e+00,2.075185063080789760e+00,7.670645434612094471e-01
1.111938856056896796e+00,1.116917454893870065e+00,2.155302685042657096e+00,8.656487666051652097e-01,1.111938856056896796e+00,2.058194514532659003e+00,8.422988892217255774e-01
1.172890346029591857e+00,1.149224078538736205e+00,1.629305281621104218e+00,1.551567450570119799e+00,1.172890346029591857e+00,1.709720242030833726e+00,1.606095809479525016e+00
1.174247881073961164e+00,1.099071957509040187e+00,1.642022918856425040e+00,1.587875847256960515e+00,1.174247881073961164e+00,1.698545353274466319e+00,1.621843404184407866e+00
1.196954383115473197e+00,1.218947673294870082e+00,1.421169279323902357e+00,1.804730469020848105e+00,1.196954383115473197e+00,1.490811919318407508e+00,1.873040042886306988e+00
1.201680815890161735e+00,1.257505173413175692e+00,1.503886887828479457e+00,1.978237173242460623e+00,1.201680815890161735e+00,1.442777539456674862e+00,1.922118650019587482e+00
1.240715419316088086e+00,1.242761378581384468e+00,9.368518037221426065e-01,2.190422054669206808e+00,1.240715419316088086e+00,9.884139349002249997e-01,2.276079282496512590e+00
1.252024961882114207e+00,1.276070658640945155e+00,8.851173921539514655e-01,2.444791961274075831e+00,1.252024961882114207e+00,8.393914110364449899e-01,2.359171057762002199e+00
1.261664480729484783e+00,1.330082045557532400e+00,6.817452009435683857e-01,2.353841159498463842e+00,1.261664480729484783e+00,7.070181254207955623e-01,2.422253995365487356e+00
1.267539546138525930e+00,1.173558471118663293e+00,6.059610787972843360e-01,2.428100157966871731e+00,1.267539546138525930e+00,6.241039134326243909e-01,2.457055210885243035e+00
1.275177400956918117e+00,1.194001284553598330e+00,4.899900708637418556e-01,2.444778840738367709e+00,1.275177400956918117e+00,5.139667785062820293e-01,2.498028776102636961e+00
1.281777269172318823e+00,1.192223580527102866e+00,3.985600302960872754e-01,2.488860393964245521e+00,1.281777269172318823e+00,4.168159267726168071e-01,2.529441905689093328e+00
1.298298100268548749e+00,1.323171698783856431e+00,1.496559321185897962e-01,2.495879037421457003e+00,1.298298100268548749e+00,1.665689308879769182e-01,2.591248081505614476e+00
1.308204818964713523e+00,1.271525379628490438e+00,-2.054543176578868535e-03,2.524485194564694446e+00,1.308204818964713523e+00,1.243501608702412414e-02,2.616380087797816500e+00
1.340406510702709886e+00,1.240820507088010949e+00,-5.087984391411325413e-01,2.639635227344828472e+00,1.340406510702709886e+00,-5.022338616332715500e-01,2.633347604089856464e+00
1.375330098332185003e+00,1.378990667770767065e+00,-1.093241482808363418e+00,2.631836745869513550e+00,1.375330098332185003e+00,-1.066085696287712103e+00,2.535664174468775123e+00
1.406066931397785158e+00,1.315637216381450925e+00,-1.570535592078317055e+00,2.383995255984141526e+00,1.406066931397785158e+00,-1.546804477721422932e+00,2.348508626763481377e+00
1.410812730968025397e+00,1.318588104549974327e+00,-1.605123926632423315e+00,2.275014808781484543e+00,1.410812730968025397e+00,-1.618486092524242137e+00,2.311292498960579866e+00
1.441391893436703153e+00,1.386943928326766828e+00,-2.111730711815469785e+00,2.083316619469277597e+00,1.441391893436703153e+00,-2.056641641014179456e+00,2.020066217307412870e+00
1.464827005987575426e+00,1.542327691451294003e+00,-2.400345995278880373e+00,1.785868273290336372e+00,1.464827005987575426e+00,-2.357162822385937329e+00,1.739728731338210821e+00
1.467506994875832360e+00,1.474630292635937145e+00,-2.314786443117687664e+00,1.638287796826249698e+00,1.467506994875832360e+00,-2.389194798909111572e+00,1.704715616430973801e+00
1.473411376964440578e+00,1.489139541140455103e+00,-2.533080191347870436e+00,1.689601711096797132e+00,1.473411376964440578e+00,-2.457924440557777146e+00,1.625537384246124928e+00
1.485385133450171313e+00,1.545982616460802372e+00,-2.651652561547804154e+00,1.505846301251477781e+00,1.485385133450171313e+00,-2.589137517146450129e+00,1.456654693468513395e+00
1.499967075870537236e+00,1.464894324147432592e+00,-2.814589590766172211e+00,1.282989277539965389e+00,1.499967075870537236e+00,-2.733086505779864783e+00,1.236868249534464725e+00
1.510660345589488918e+00,1.526407052741894921e+00,-2.738373655656416439e+00,1.022626228872510090e+00,1.510660345589488918e+00,-2.826775121084819098e+00,1.066640114453850430e+00
1.522865126368015298e+00,1.544084220649896144e+00,-2.830067983020738254e+00,8.272077607947949662e-01,1.522865126368015298e+00,-2.920645249542372035e+00,8.638889389019054343e-01
1.525806038079058125e+00,1.609092027514625878e+00,-2.990684327065745052e+00,8.383876617711821799e-01,1.525806038079058125e+00,-2.941102328639252583e+00,8.137895033894293473e-01
1.537255178918758292e+00,1.507010587354516540e+00,-2.922175009015297142e+00,5.840106885266704850e-01,1.537255178918758292e+00,-3.012460890422017812e+00,6.145675911793241353e-01
1.544209782709171197e+00,1.599520130567745335e+00,-3.128732728962489773e+00,5.154075389056346213e-01,1.544209782709171197e+00,-3.049208246957512358e+00,4.905756605714540197e-01
1.564010341476354427e+00,1.465291720568647760e+00,-3.141107121614461928e+00,1.243574041956100329e-01,1.564010341476354427e+00,-3.125428247485226851e+00,1.273250281812459972e-01
1.599740821527672940e+00,1.518797744151876961e+00,-3.092632804077846576e+00,-5.529506059097495374e-01,1.599740821527672940e+00,-3.151354258130492081e+00,-5.528554277665649330e-01
1.654346849041372858e+00,1.582885187669904825e+00,-2.964505397278554888e+00,-1.620614781336274790e+00,1.654346849041372858e+00,-2.901582302744843744e+00,-1.590054756330864905e+00
1.672608581100475833e+00,1.582338313787263528e+00,-2.775349639405572777e+00,-1.943611584498237121e+00,1.672608581100475833e+00,-2.740225575114500600e+00,-1.918760448772121707e+00
1.674764724690137152e+00,1.725198849275716206e+00,-2.645218863311703306e+00,-1.911172903678018509e+00,1.674764724690137152e+00,-2.718674332017867901e+00,-1.956567762356551610e+00
1.678139461763426876e+00,1.596106499198087780e+00,-2.730576884167393192e+00,-2.048307302359306359e+00,1.678139461763426876e+00,-2.683899641214571030e+00,-2.015264481004632735e+00
1.683986422078926237e+00,1.739291255740946118e+00,-2.691786739098415371e+00,-2.158897284514586179e+00,1.683986422078926237e+00,-2.620662894728215342e+00,-2.115506339196237651e+00
1.687176769525082332e+00,1.601122647731839432e+00,-2.624090671846708300e+00,-2.201529112304100977e+00,1.687176769525082332e+00,-2.584577326707439671e+00,-2.169382826697537237e+00
1.688957746574373031e+00,1.594658100239760401e+00,-2.588298643028513979e+00,-2.221885622104613489e+00,1.688957746574373031e+00,-2.563952123374912961e+00,-2.199195895752720453e+00
1.700548597667443484e+00,1.770096926778674140e+00,-2.479346271564221826e+00,-2.430866155165055886e+00,1.700548597667443484e+00,-2.421438660015570399e+00,-2.388325134460723476e+00
1.704031033762338110e+00,1.754617765675055452e+00,-2.443298755998546401e+00,-2.497182703595808739e+00,1.704031033762338110e+00,-2.375866019431251086e+00,-2.443388572006604420e+00
1.713096047149116341e+00,1.729446756130969653e+00,-2.180257291716295232e+00,-2.514291086943865050e+00,1.713096047149116341e+00,-2.251435749830183575e+00,-2.582601272248255864e+00
1.733602876523852920e+00,1.681011436163805328e+00,-1.884359114116587186e+00,-2.809408611841438308e+00,1.733602876523852920e+00,-1.940403373604428605e+00,-2.873386587577742013e+00
1.772805773447415412e+00,1.691769736797822610e+00,-1.266996400346385165e+00,-3.374142489292285330e+00,1.772805773447415412e+00,-1.244844334982184275e+00,-3.319898164573232613e+00
1.806655743928106128e+00,1.729946013821865858e+00,-5.409908929856354076e-01,-3.508397102681743096e+00,1.806655743928106128e+00,-5.601074393805556273e-01,-3.569635774784905458e+00
1.814207244312429967e+00,1.770120661062530631e+00,-3.795404608837896210e-01,-3.518846047518067177e+00,1.814207244312429967e+00,-3.995142588403232109e-01,-3.606352736248365165e+00
1.819104487742699838e+00,1.889436376189213895e+00,-2.851665519086312162e-01,-3.555782378930355758e+00,1.819104487742699838e+00,-2.941819000214324631e-01,-3.626295845487830682e+00
1.834675345103352173e+00,1.744478344688040528e+00,4.649725625568110199e-02,-3.712239024938074561e+00,1.834675345103352173e+00,4.578417378491445033e-02,-3.669065044006613263e+00
1.842114394590383286e+00,1.903627222711196332e+00,2.049207089760098910e-01,-3.756880840295373059e+00,1.842114394590383286e+00,2.102996002334507619e-01,-3.678221832512284628e+00
1.854920917008053394e+00,1.952424907317310332e+00,4.901295226680775774e-01,-3.655053539056192680e+00,1.854920917008053394e+00,4.954530653043024979e-01,-3.676608857833065791e+00
1.916858361801944799e+00,1.817525135881135512e+00,1.864992921274342574e+00,-3.362123905370276944e+00,1.916858361801944799e+00,1.856712554087827094e+00,-3.354102325262721784e+00
1.926422447098759205e+00,1.963453003915668571e+00,2.012201441131373780e+00,-3.176477267895688517e+00,1.926422447098759205e+00,2.056232791768708434e+00,-3.258269553735379631e+00
1.939630233411138827e+00,1.963277753948820648e+00,2.373999060408966688e+00,-3.189450930049768651e+00,1.939630233411138827e+00,2.323538534872190642e+00,-3.106417622666693301e+00
1.963611895085070946e+00,1.870413713426460234e+00,2.758663461624365265e+00,-2.744953315331678745e+00,1.963611895085070946e+00,2.778906771074430626e+00,-2.775025018942174793e+00
1.969156162863249238e+00,2.028464883216830383e+00,2.929873329463108078e+00,-2.750014579679473936e+00,1.969156162863249238e+00,2.877767722798832306e+00,-2.688634766677408638e+00
1.978266005367210978e+00,2.071677361732608080e+00,3.056771900049135571e+00,-2.566853655326287953e+00,1.978266005367210978e+00,3.034328006060551530e+00,-2.539094150204510569e+00
1.980643328652545110e+00,1.997593569782482925e+00,3.002439484162573891e+00,-2.430713166717842988e+00,1.980643328652545110e+00,3.073925152679232831e+00,-2.498554809698856793e+00
1.990928945167274255e+00,1.899627974217026560e+00,3.210418029735375711e+00,-2.286980203426208558e+00,1.990928945167274255e+00,3.238903517800379106e+00,-2.316181396436779227e+00
