lambda,y1,y2,true_y1,true_y2
3.782005230096810999e-01,-1.278328657429683268e+00,-1.152056541276614277e-01,-1.109299617135209415e+00,-4.126914255074459192e-01
3.940719741684672872e-01,-2.313289095413207264e+00,4.745303542643167782e-01,-1.453082635526772970e+00,-6.387765736494691593e-01
4.143537719943612974e-01,-3.452489539764221682e+00,5.581782068051588386e-02,-1.743246822352636505e+00,-9.391599110650314941e-01
4.172536098586862030e-01,-2.003171874007801279e+00,-8.734539850180826903e-01,-1.764282116992738514e+00,-9.799730541219499047e-01
4.212801276832546238e-01,-1.728000027253403292e+00,-1.047555895347161758e+00,-1.783046332405951784e+00,-1.034836599170457339e+00
4.236551205506050577e-01,-3.069364789517273984e+00,-9.547873282773730041e-01,-1.788055619932803708e+00,-1.066040567615877510e+00
4.410774296172842446e-01,-1.698217161746286896e+00,-1.288040913165473533e+00,-1.678471250887666910e+00,-1.259781130372260360e+00
4.449377610270062178e-01,-1.598832045181384220e+00,-1.245173857271235418e+00,-1.623789338357114032e+00,-1.292781330900788062e+00
4.463894921437094876e-01,-2.522974939919893966e+00,-3.253060490478489442e+00,-1.600982699583016977e+00,-1.304137497912921884e+00
4.525079315243840661e-01,-1.761366379146501515e+00,-2.220278884384961682e+00,-1.493279420107019861e+00,-1.345303156275640788e+00
4.565473229940522071e-01,-1.325336608872788702e+00,-9.686383710808501579e-01,-1.413611097260924820e+00,-1.366220430334518898e+00
4.639222861100500417e-01,-1.220620612456535969e+00,-1.005096417305644252e+00,-1.255850324051643652e+00,-1.390548525124985613e+00
4.724686775644881820e-01,-1.003996858737558284e+00,-2.546634806791373329e+00,-1.062823328343198925e+00,-1.394460662313321331e+00
4.748768364757038896e-01,-1.022920157268227381e+00,-1.232761401772895837e+00,-1.008178002891294556e+00,-1.390522149715764044e+00
4.753056178836041479e-01,-1.101438757795443646e+00,-3.723683794751051490e-01,-9.984858048911933182e-01,-1.389578890607188644e+00
4.797985027551533443e-01,-1.041826109221656749e+00,-6.115018526951686573e-01,-8.981897216906679082e-01,-1.375184359874636275e+00
4.892651908307977804e-01,-6.636597197672999826e-01,-1.404188238259151511e+00,-7.011681078989326910e-01,-1.316595418766731473e+00
5.024129936309383870e-01,-1.954781422133776703e-01,-1.558118120461938094e+00,-4.732073365802277887e-01,-1.181464002697460991e+00
5.040639065645509120e-01,-6.701872372993084026e-02,-1.663515399012076124e+00,-4.477467386380706849e-01,-1.162395993454508059e+00
5.045452397039371650e-01,-7.247580702006727327e-01,-7.853155091124688347e-01,-4.404323951604420251e-01,-1.156818214075105322e+00
5.098303660570493445e-01,-4.844146468160798191e-01,-9.433076554294768101e-01,-3.630048551871582485e-01,-1.096033628442460550e+00
5.151333768461889839e-01,-6.697301341516501694e-01,-5.369525793350373721e-01,-2.896778630421203982e-01,-1.038659340423611077e+00
5.200719122614880785e-01,-2.963424632093430433e-01,-8.816465228973571211e-01,-2.241159518862270161e-01,-9.919825263105871427e-01
5.218764346888559169e-01,-6.219404545659196204e-01,-2.751797845858834357e-01,-2.005907271256563706e-01,-9.772045801412571064e-01
5.304411796030789050e-01,-1.110705013751801112e-01,-8.375270754518062688e-01,-8.999338637738281410e-02,-9.297415131214207262e-01
5.469877875782181986e-01,5.317413519661571275e-01,-3.046590592429075928e-01,1.339091746800162297e-01,-9.810213437769899070e-01
5.503235056976393258e-01,6.667278151062963065e-01,-2.879678974701094241e-01,1.818663261355148997e-01,-1.011322329199164871e+00
5.718419765211091299e-01,1.109785110155234733e-01,-1.942357231637754200e+00,5.145630742057993867e-01,-1.246381226954110133e+00
5.935155924421922080e-01,1.002392554095435484e+00,-3.141262263398697741e+00,8.746436147984691933e-01,-1.337636719461536838e+00
6.013727628113478829e-01,4.713284372311142834e-01,1.397007725829784164e-01,9.859137007476775905e-01,-1.315487257583416225e+00
6.138282558090115693e-01,8.866369943392236053e-01,-1.093249563358996479e+00,1.104240109129676961e+00,-1.229347280034633672e+00
6.143861065351857720e-01,2.595924388185212539e+00,-2.074799683161510977e+00,1.107342580447790326e+00,-1.224161048059432932e+00
6.147367441882890526e-01,1.737718398655929253e+00,-1.559194825153067399e+00,1.109181311843061568e+00,-1.220846771943997933e+00
6.186606119363176060e-01,3.670030391907294076e-01,-1.028211960184165052e+00,1.123611986979834887e+00,-1.180962814017739504e+00
6.323550507663012743e-01,1.335347268594877512e+00,-8.846821770149371211e-01,1.083630010090924412e+00,-1.006573733916105384e+00
6.507945897177367378e-01,1.395015915740430268e+00,-5.067580160582648707e-01,9.300193035295399868e-01,-7.211992615953907171e-01
6.513349987400464114e-01,-3.519213143272980071e-01,-1.286287654767411137e+00,9.260854536404800053e-01,-7.125554109615810372e-01
6.741951924448161826e-01,1.788173503667509046e+00,-9.785039282918370773e-01,9.351481203976471646e-01,-3.709201377920820497e-01
6.875339351098718188e-01,1.584695483833543417e+00,-8.456948034831959227e-01,1.104584644197280641e+00,-2.080880562172353065e-01
6.929265905858549290e-01,1.066128957806596445e+00,2.420968786472291190e-02,1.185723951302706247e+00,-1.500925765038081949e-01
7.297807670437920224e-01,1.213031592267142633e+00,-2.102369327650273068e-01,1.393212240917872657e+00,1.361587771059293295e-01
7.331244745595453249e-01,1.171439870164852737e+00,-3.077845318637384420e-01,1.353602271818513447e+00,1.539223742599787614e-01
7.341463457609180843e-01,1.024437313666981320e+00,-6.957433413163018887e-01,1.339815388104293126e+00,1.591785522120201246e-01
7.397700265661503183e-01,1.198475071132135916e+00,-4.139494401279614211e-03,1.252412711405027412e+00,1.869735599763999723e-01
7.537706796439557211e-01,8.720619684586249365e-01,-2.225934795086590423e-01,9.889421121552466332e-01,2.526282284344121276e-01
7.630192967767480683e-01,9.007285536996956221e-01,5.452722934870231075e-01,8.215540998890853430e-01,2.984508074318873994e-01
7.638440672883580751e-01,7.884124767440909842e-01,2.433246396381360532e-01,8.082550925994780311e-01,3.028002466108985491e-01
7.828205656486452169e-01,5.457529158752643106e-01,4.473068473546220059e-01,6.507213481112651410e-01,4.239567271467180043e-01
7.875555848632167510e-01,5.062555620119256750e-01,5.997110940899825771e-01,6.718342165779136455e-01,4.624124517626029274e-01
8.103025552734663961e-01,6.258235716442425156e-01,1.351705854817399910e+00,9.962925210459703251e-01,6.737895533249598223e-01
8.426546217181961618e-01,9.761087087190836176e-01,4.332090561034666609e-01,1.243644426508810907e+00,9.196362016131791606e-01
8.427319688064720538e-01,1.221865206731767461e+00,8.811496147140659430e-01,1.242976640221330031e+00,9.200012648912536672e-01
8.456994006469721326e-01,1.490674324217607705e+00,1.693189663287792301e+00,1.212882103193018146e+00,9.332447038038613751e-01
8.489784226248540122e-01,1.153183456245649996e+00,8.808357899999287310e-01,1.170320052278009060e+00,9.463013247813201190e-01
8.497891978050361450e-01,1.165078082419287009e+00,9.765217389404592385e-01,1.158440464869764597e+00,9.493015570209634157e-01
8.517221827525186528e-01,1.088625768829907026e+00,7.670328527499413740e-01,1.128156161608459218e+00,9.561266676300069767e-01
8.595307918093252342e-01,6.891059489572384233e-01,-1.206954206087516468e+00,9.828634729478163967e-01,9.799295238236029881e-01
8.595611334188980601e-01,1.051890590390836211e+00,1.499134324916340244e+00,9.822421562721461719e-01,9.800129333655580588e-01
8.850929882268007143e-01,3.603678958992723724e-01,6.367538009079338757e-01,4.443602107939508827e-01,1.050605594080914473e+00
9.059022188177783264e-01,-7.470633483511530670e-01,1.489199167531878976e+00,2.693722213758640294e-01,1.159851445915843993e+00
9.266704880812819400e-01,4.638365328208978178e-01,1.417097029055891522e+00,5.036036923344539007e-01,1.327526117531188321e+00
9.291626322710699881e-01,-3.299103443718593986e-01,3.513215836454438801e+00,5.519377606709504613e-01,1.348068330885933586e+00
9.301055192501240798e-01,7.098352816159360090e-01,1.004087639930268949e+00,5.710772031914584934e-01,1.355740738544205737e+00
9.424042508085225256e-01,7.734552045999338876e-01,1.760569613792038357e+00,8.545212964788250209e-01,1.446782882441753015e+00
9.425684003143378620e-01,1.057243572676644261e+00,6.741205596006762946e-01,8.586318072713681193e-01,1.447841429628512255e+00
9.454165724399484771e-01,1.009026404106929231e+00,1.122621063731384261e+00,9.308616316007484182e-01,1.465345308214641484e+00
9.529751615601034231e-01,1.091276998426178313e+00,1.748799445888267856e+00,1.127928433117500795e+00,1.502578479923874388e+00
9.694585837255875749e-01,1.624202147950624564e+00,2.363364916659453918e+00,1.547056401795340763e+00,1.520584340394961487e+00
9.702015725698434068e-01,1.598394143560223801e+00,1.836144387776870612e+00,1.564482106670553208e+00,1.518856684178817584e+00
9.707101611962130061e-01,1.723536143326481529e+00,2.768006341726783504e+00,1.576297396168614195e+00,1.517530050407904785e+00
9.711351518023279006e-01,1.574127475571998946e+00,1.422122804317720979e+00,1.586097845713722920e+00,1.516330662029446552e+00
9.780457457879799810e-01,1.633829610240583818e+00,1.168135906652029155e+00,1.734758246883388644e+00,1.484599715832211508e+00
9.810048113537728209e-01,2.870727990788959794e+00,3.942632649810897227e+00,1.791184208322170734e+00,1.463495565637048301e+00
9.873126199571438111e-01,2.144332588340210233e+00,1.706247985834084213e+00,1.893648950744505788e+00,1.401976662703948939e+00
9.876474477564617382e-01,1.431365969785616254e+00,8.506965668724092433e-01,1.898334349371890495e+00,1.398048581092006470e+00
